Tourist Attraction,Restaurant Name,Restaurant Link,Address,Restaurant Website,Hotline,Email,Ranking,Opening and Closing hours,Rating,Food Rating,Service Rating,Value Rating,Atmosphere Rating,Reviewers,Description,Min Price,Max Price,Cuisines,Meal,Special Diets,Features,Image URL
Hải Phòng,Gentleman Lounge,https://www.tripadvisor.com/Restaurant_Review-g303944-d23431966-Reviews-Gentleman_Lounge-Hai_Phong.html,"64 Dien Bien Phu, Hai Phong 04100 Vietnam",nan,+84 225 8831 726,info@manoirdesartshotel.com,#11 of 257 Restaurants in Hai Phong,"Sun: 2:00 PM - 12:00 AM, Mon: 2:00 PM - 12:00 AM, Tue: 2:00 PM - 12:00 AM, Wed: 2:00 PM - 12:00 AM, Thu: 2:00 PM - 12:00 AM, Fri: 2:00 PM - 12:00 AM, Sat: 2:00 PM - 12:00 AM",5.0,4.8,5.0,4.8,nan,70 reviews,"Conveniently located on the first floor of Manoir Des Arts Hotel, the Gentleman Lounge is a spot for signature cocktails, wine collections, cigars and spirits in Hai Phong. This luxurious space and unique design combining with ancient French Style and modernity is the best place to celebrate parties, events and special occasions such as Halloween, Christmas, New Year., etc.",nan,nan,nan,"Breakfast, Lunch, Dinner",nan,"Reservations, Buffet, Seating, Valet Parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Table Service, Live Music, Jazz Bar",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/1b/7b/e8/bar.jpg?w=900&h=500&s=1
Hải Phòng,Cat Ba Oasis Bar,https://www.tripadvisor.com/Restaurant_Review-g737051-d5494198-Reviews-Cat_Ba_Oasis_Bar-Cat_Ba_Hai_Phong.html,"No. 228 Street 1-4 Cat Ba Town Hai Phong Viet Nam, Hai Phong, Cat Ba 180000 Vietnam",nan,+84 97 458 05 85,info@oasiscatba.com,#13 of 67 Restaurants in Cat Ba,"Sun: 7:00 AM - 2:00 AM, Mon: 7:00 AM - 2:00 AM, Tue: 7:00 AM - 2:00 AM, Wed: 7:00 AM - 2:00 AM, Thu: 7:00 AM - 2:00 AM, Fri: 7:00 AM - 2:00 AM, Sat: 7:00 AM - 2:00 AM",4.0,4.1,4.1,4.0,4.3,"1,090 reviews","Located right at Cat Ba Welcome Gate, Cat Ba Oasis Bar features itself as the most interesting must come, must see and must experience iconic place in Cat Ba Town. Facing forward to Cat Ba Harbour, it is an ideal viewpoint to see sunset in everyday. With capacity of approximately 150 seats, Cat Ba Oasis Bar is a western styled bar offering western food, international music and DJ, cocktail, mocktail, whisky, smoothies and fruit juice as well as coffee, espresso, capuchino and variety of entertaining international live music performance.",nan,nan,nan,"Breakfast, Lunch, Dinner, Brunch, Drinks","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Outdoor Seating, Seating, Free off-street parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Live Music",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/a7/9c/d8/every-nights-party-from.jpg?w=900&h=500&s=1
Hải Phòng,Napoli Pizza - Cafe,https://www.tripadvisor.com/Restaurant_Review-g26785533-d17783200-Reviews-Napoli_Pizza_Cafe-Cat_Ba_Town_Cat_Ba_Hai_Phong.html,"86 Nui Ngoc, Cat Ba Town, Hai Phong, Cat Ba 04000 Vietnam",nan,+84 70 7468 888,napolipizzacafe@gmail.com,#2 of 5 Restaurants in Cat Ba Town,"Sun: 10:00 AM - 10:00 PM, Mon: 10:00 AM - 10:00 PM, Tue: 10:00 AM - 10:00 PM, Wed: 10:00 AM - 10:00 PM, Thu: 10:00 AM - 10:00 PM, Fri: 10:00 AM - 10:00 PM, Sat: 10:00 AM - 10:00 PM",4.5,3.9,3.8,3.7,nan,143 reviews,"Wood fired pizza, salad, burger, spaghetti and local , vegetarian, vegan food. We always prepare fresh ingredient everyday . beside on, we also serverd drinks which included cocktail, soft drink, fresh juice, smoothie and wine .",1.0,8.0,nan,"Lunch, Dinner, Brunch, Drinks","Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Outdoor Seating, Buffet, Seating, Parking Available, Free off-street parking, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Free Wifi, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/c0/bf/14/we-have-wood-fried-pizza.jpg?w=900&h=500&s=1
Hải Phòng,My Way Pizza - Healthy - Vegan & Restaurant,https://www.tripadvisor.com/Restaurant_Review-g737051-d3567782-Reviews-My_Way_Pizza_Healthy_Vegan_Restaurant-Cat_Ba_Hai_Phong.html,"289 Đường Núi Ngọc, Hai Phong, Cat Ba 180000 Vietnam",nan,+84 98 209 31 38,nan,#12 of 67 Restaurants in Cat Ba,"Sun: 9:00 AM - 9:30 PM, Mon: 9:00 AM - 9:30 PM, Tue: 9:00 AM - 9:30 PM, Wed: 9:00 AM - 9:30 PM, Thu: 9:00 AM - 9:30 PM, Fri: 9:00 AM - 9:30 PM, Sat: 9:00 AM - 9:30 PM",4.5,4.2,4.2,4.4,4.0,435 reviews,"The My Way Restaurant offers a splendid dining experience with fusion cuisine amidst the choice of cozy, casual or a breezy outdoor setting with spectacular views of the sea.Comprising of a palate-pleasing medley of ingredients and cooking techniques, experience the culinary spread Western, Asia favourites and much more. The Restaurant offers Breakfast Special, Lunch, Dinner and coffee machine.",1.0,15.0,nan,"Breakfast, Lunch, Dinner, Brunch, Drinks","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Accepts Visa, Cash Only, Free Wifi, Table Service, Family style",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/05/9d/42/my-way-pizza-cafe-restaurant.jpg?w=700&h=400&s=1
Hải Phòng,Lepont Bar Sunset View,https://www.tripadvisor.com/Restaurant_Review-g737051-d25076209-Reviews-Lepont_Bar_Sunset_View-Cat_Ba_Hai_Phong.html,"GẦN BÃI TẮM CÁT CÒ 3 Mô Vịnh Đồng Hồ, gần bãi tắm Cát Cò 3, thị trấn Cát Hải, Hải Phòng, Hai Phong, Cat Ba 05406 Vietnam",nan,+84 91 476 63 33,lepont.catba@gmail.com,#26 of 67 Restaurants in Cat Ba,"Sun: 12:00 AM - 11:59 PM, Mon: 12:00 AM - 11:59 PM, Tue: 12:00 AM - 11:59 PM, Wed: 12:00 AM - 11:59 PM, Thu: 12:00 AM - 11:59 PM, Fri: 12:00 AM - 11:59 PM, Sat: 12:00 AM - 11:59 PM",4.5,nan,nan,nan,nan,28 reviews,nan,nan,nan,nan,"Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",nan,"Delivery, Takeout, Reservations, Outdoor Seating, Buffet, Private Dining, Seating, Parking Available, Street Parking, Valet Parking, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service, Live Music, Waterfront, Jazz Bar, Drive Thru, Beach, BYOB, Playgrounds, Dog Friendly, Family style, Non-smoking restaurants, Sports bars",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/c1/70/17/caption.jpg?w=900&h=-1&s=1
Hải Phòng,Texgrill 17 Trần Quang Khải,https://www.tripadvisor.com/Restaurant_Review-g303944-d3745802-Reviews-Texgrill_17_Tr_n_Quang_Kh_i-Hai_Phong.html,"17 Tran Quang Khai Hồng Bàng, Hai Phong 180000 Vietnam",nan,+84 225 3822 689,sales@3ae.vn,#37 of 257 Restaurants in Hai Phong,"Sun: 8:30 AM - 10:30 PM, Mon: 8:30 AM - 10:30 PM, Tue: 8:30 AM - 10:30 PM, Wed: 8:30 AM - 10:30 PM, Thu: 8:30 AM - 10:30 PM, Fri: 8:30 AM - 10:30 PM, Sat: 8:30 AM - 10:30 PM",4.0,3.7,3.9,3.6,4.0,185 reviews,"Đúng như những gì đã hứa là bạn chẳng cần đến một chuyến bay xa xôi nào mà vẫn có thể đến với mảnh đất châu Âu hoa lệ. Một châu Âu thu nhỏ ngay giữa lòng thành phố Hải Phòng được đựng lên với lối kiến trúc cổ điển, tông màu truyền thống nâu – đỏ toát lên sự tinh tế hút hồn thực khách ngay từ cái nhìn đầu tiên. Trong từng khoảng không gian, bạn đều có thể cảm nhận rõ nét phong cách kiến trúc châu Âu. Đó là quầy bar với những chai rượu vang hảo hạng trên thế giới; đó là hệ thống thực đơn thiết kế vừa độc vừa lạ dành cho những ai muốn khám phá hương vị “chuẩn Âu không sai lệch” của những món ăn hấp dẫn tuyệt vời. Ngoài việc mang về Việt Nam những nét đặc sắc của nền ẩm thực châu Âu, Texgrill còn là một điểm đến lý tưởng cho những bữa tiệc đôi dành cho cặp đôi cực kỳ lãng mạn, tiệc sinh nhật, liên hoan, ngày lễ cho gia đình, đồng nghiệp, bè bạn, là nơi giao tế của khách trong và ngoài nước… với dịch vụ chuyên nghiệp và chu đáo.",nan,nan,nan,"Lunch, Dinner, Brunch, Drinks","Vegetarian friendly, Gluten free options","Delivery, Takeout, Reservations, Seating, Street Parking, Valet Parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/12/f4/bd/be-with-that-person-and.jpg?w=900&h=500&s=1
Hải Phòng,GARBO Bistro Bar Hai Phong,https://www.tripadvisor.com/Restaurant_Review-g303944-d25559161-Reviews-GARBO_Bistro_Bar_Hai_Phong-Hai_Phong.html,"Manhattan 9 street Vinhomes Imperia, Hai Phong 180000 Vietnam",nan,+84 225 3266 288,mvhp.info@melia.com,#4 of 16 Bars & Pubs in Hai Phong,"Sun: 7:00 AM - 11:00 PM, Mon: 7:00 AM - 11:00 PM, Tue: 7:00 AM - 11:00 PM, Wed: 7:00 AM - 11:00 PM, Thu: 7:00 AM - 11:00 PM, Fri: 7:00 AM - 11:00 PM, Sat: 7:00 AM - 11:00 PM",5.0,nan,nan,nan,nan,6 reviews,"Conveniently located in a cosy area on the first floor, this bar is a venue where guests can be pampered and indulge in a leisurely drink and meal while relaxing to the music. It’s also offering innovative cocktails complemented with intimate ambiance, and flavourful light bites.",nan,nan,nan,"Breakfast, Lunch, Dinner, Brunch, Drinks",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/25/6c/ce/open-bar-counter.jpg?w=900&h=500&s=1
Hải Phòng,Anh Nhu Restaurant,https://www.tripadvisor.com/Restaurant_Review-g737051-d15129575-Reviews-Anh_Nhu_Restaurant-Cat_Ba_Hai_Phong.html,"69 Tùng Dinh, Hai Phong, Cat Ba 180000 Vietnam",nan,+84 97 477 98 70,thangcatbaisland@gmail.com,#15 of 67 Restaurants in Cat Ba,"Sun: 7:30 AM - 10:00 PM, Mon: 7:30 AM - 10:00 PM, Tue: 7:30 AM - 10:00 PM, Wed: 7:30 AM - 10:00 PM, Thu: 7:30 AM - 10:00 PM, Fri: 7:30 AM - 10:00 PM, Sat: 7:30 AM - 10:00 PM",5.0,5.0,5.0,5.0,nan,90 reviews,"Our restaurant is located near the seafront with all kind of food for breakfast, lunch, dinner such as fresh local sea food, vegetable, fresh fruit, pancake, coffee, green tea and drinks. it is very quiet, cofortable for relaxing and meeting friends",6.0,15.0,nan,"Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Vegetarian friendly, Vegan options","Reservations, Seating, Serves Alcohol, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/37/37/ba/local-sea-food-dinner.jpg?w=900&h=500&s=1
Hải Phòng,Harbor Restaurant,https://www.tripadvisor.com/Restaurant_Review-g303944-d17653444-Reviews-Harbor_Restaurant-Hai_Phong.html,"Ha Noi Street Vinpearl Hotel Imperia Hai Phong, Thuong Ly Ward, Hai Phong 180000 Vietnam",nan,+84 225 3266 888,nan,#31 of 257 Restaurants in Hai Phong,"Sun: 6:00 AM - 10:00 PM, Mon: 6:00 AM - 10:00 PM, Tue: 6:00 AM - 10:00 PM, Wed: 6:00 AM - 10:00 PM, Thu: 6:00 AM - 10:00 PM, Fri: 6:00 AM - 10:00 PM, Sat: 6:00 AM - 10:00 PM",5.0,4.7,4.8,4.3,nan,21 reviews,"With a buffet menu including 100 tasty dishes of various cuisines, each not only uniquely delicious but also with brilliant arrangements handcrafted by our skillful 5-star chefs at Sheraton, it is safe to assume that no guest will be left unsatisfied. Location: 4th floor Opening Hours : 6am-10.00am 12pm-2pm 6pm-10pm",2.0,40.0,nan,"Breakfast, Lunch, Dinner",nan,"Reservations, Seating, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/13/16/35/nha-hang-sang-tr-ng-t.jpg?w=900&h=500&s=1
Hải Phòng,Sunset Beer,https://www.tripadvisor.com/Restaurant_Review-g17181720-d19296805-Reviews-Sunset_Beer-Hong_Bang_Hai_Phong.html,"6th Floor, 167-169 Bach Dang, Hong Bang, Hai Phong 180000 Vietnam",https://www.facebook.com/sunsetbeerhp/,+84 88 856 85 99,nan,#2 of 6 Restaurants in Hong Bang,"Sun: 9:30 AM - 12:00 AM, Mon: 9:30 AM - 12:00 AM, Tue: 9:30 AM - 12:00 AM, Wed: 9:30 AM - 12:00 AM, Thu: 9:30 AM - 12:00 AM, Fri: 9:30 AM - 12:00 AM, Sat: 9:30 AM - 12:00 AM",5.0,nan,nan,nan,nan,3 reviews,Sunset Beer - Beer Garden has the most beautiful Sunset view in Hai Phong,0.0,1.0,nan,"Lunch, Dinner, Late Night, Drinks",nan,"Delivery, Takeout, Reservations, Outdoor Seating, Buffet, Private Dining, Seating, Parking Available, Valet Parking, Free off-street parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Family style",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ed/72/1e/ruffle-fat-stuffed.jpg?w=900&h=500&s=1
Hải Phòng,T-Pub Craft Beer Station,https://www.tripadvisor.com/Restaurant_Review-g303944-d17623437-Reviews-T_Pub_Craft_Beer_Station-Hai_Phong.html,"Manhattan 10, Thuong Ly, Hong Bang, Hai Phong 180000 Vietnam",nan,+84 90 679 90 00,nan,#3 of 16 Bars & Pubs in Hai Phong,"Sun: 5:00 PM - 12:00 AM, Mon: 5:00 PM - 12:00 AM, Tue: 5:00 PM - 12:00 AM, Wed: 5:00 PM - 12:00 AM, Thu: 5:00 PM - 12:00 AM, Fri: 5:00 PM - 12:00 AM, Sat: 5:00 PM - 12:00 AM",4.5,nan,nan,nan,nan,13 reviews,"The Western style pub serving largest selection of local craft beers in town. Serving fusion food including various grilled dishes, salads & beer bites in the heart of Hai phong city. Live acoustic music every Tuesday and Saturday",2.0,20.0,nan,Dinner,nan,"Seating, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/03/aa/photo0jpg.jpg?w=900&h=500&s=1
Hải Phòng,Kiwami Omakase Hải Phòng,https://www.tripadvisor.com/Restaurant_Review-g303944-d27082461-Reviews-Kiwami_Omakase_H_i_Phong-Hai_Phong.html,"Thế lữ Số 4, lô 15, Phố đi bộ Thế Lữ, phường Hạ Lý, quận Hồng Bàng, Hai Phong Vietnam",nan,+84 343 454 843,buithao.kiwami@gmail.com,#83 of 257 Restaurants in Hai Phong,"Sun: 11:30 AM - 10:00 PM, Mon: 11:00 AM - 10:00 PM, Tue: 11:00 AM - 10:00 PM, Wed: 11:00 AM - 10:00 PM, Thu: 11:00 AM - 10:00 PM, Fri: 11:00 AM - 10:00 PM, Sat: 11:00 AM - 10:00 PM",5.0,nan,nan,nan,nan,2 reviews,"Nhà hàng Nhật Bản Omakase - Chuyên thịt bò Wagyu A5 cao cấp, nhập khẩu trực tiếp từ Nhật Bản! ---- Tư vấn và đặt chỗ: 034.345.4843",100.0,200.0,nan,"Lunch, Dinner, Drinks",nan,"Reservations, Seating, Street Parking, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Non-smoking restaurants",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/28/ff/a5/d-u-b-p-chinh-la-ngu.jpg?w=900&h=500&s=1
Hải Phòng,Yummy 2 Restaurant,https://www.tripadvisor.com/Restaurant_Review-g26785533-d17025125-Reviews-Yummy_2_Restaurant-Cat_Ba_Town_Cat_Ba_Hai_Phong.html,"102 Núi Ngọc, Cat Ba Town, Hai Phong, Cat Ba 180000 Vietnam",nan,+84 97 795 09 06,khanhhuyen1310@gmail.com,#3 of 5 Restaurants in Cat Ba Town,"Sun: 7:00 AM - 10:30 PM, Mon: 7:00 AM - 10:30 PM, Tue: 7:00 AM - 10:30 PM, Wed: 7:00 AM - 10:30 PM, Thu: 7:00 AM - 10:30 PM, Fri: 7:00 AM - 10:30 PM, Sat: 7:00 AM - 10:30 PM",4.5,4.2,4.6,4.3,nan,67 reviews,nan,2.0,15.0,nan,"Breakfast, Lunch, Dinner","Vegetarian friendly, Vegan options","Seating, Serves Alcohol, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/1c/48/e0/20200223-135343-largejpg.jpg?w=800&h=500&s=1
Hải Phòng,Nam Giao,https://www.tripadvisor.com/Restaurant_Review-g303944-d6350880-Reviews-Nam_Giao-Hai_Phong.html,"22 Le Dai Hanh Street, Hai Phong 35000 Vietnam",nan,+84 31 3810 600,phucsam@gmail.com,#45 of 257 Restaurants in Hai Phong,"Sun: 7:00 AM - 11:30 PM, Mon: 7:00 AM - 11:30 PM, Tue: 7:00 AM - 11:30 PM, Wed: 7:00 AM - 11:30 PM, Thu: 7:00 AM - 11:30 PM, Fri: 7:00 AM - 11:30 PM, Sat: 7:00 AM - 11:30 PM",4.0,4.3,4.3,4.2,nan,30 reviews,Unique Traditional Ambiance Vietnamese Cuisines Home-feel Atmostphere,nan,nan,nan,"Breakfast, Lunch, Dinner",Vegetarian friendly,"Delivery, Reservations, Seating, Parking Available, Street Parking, Serves Alcohol, Free Wifi, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/fe/76/03/nam-giao.jpg?w=900&h=-1&s=1
Hải Phòng,Indian Kitchen,https://www.tripadvisor.com/Restaurant_Review-g303944-d6678540-Reviews-Indian_Kitchen-Hai_Phong.html,"22d Minh Kai Street, Hai Phong 10000 Vietnam",nan,+84 31 3842 558,nan,#39 of 257 Restaurants in Hai Phong,"Sun: 8:00 AM - 11:59 PM, Mon: 8:00 AM - 11:59 PM, Tue: 8:00 AM - 11:59 PM, Wed: 8:00 AM - 11:59 PM, Thu: 8:00 AM - 11:59 PM, Fri: 8:00 AM - 11:59 PM, Sat: 8:00 AM - 11:59 PM",4.0,4.0,3.9,3.6,nan,111 reviews,nan,nan,nan,nan,"Lunch, Dinner","Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/f4/9b/6c/door.jpg?w=900&h=500&s=1
Hải Phòng,Vua Hải Sản,https://www.tripadvisor.com/Restaurant_Review-g303944-d23508269-Reviews-Vua_H_i_S_n-Hai_Phong.html,"Số 2 Lô 2B, Hai Phong Vietnam",https://www.facebook.com/vuahaisanhp/,+84 8 2418 3333,thaonguyen121191@gmail.com,#80 of 257 Restaurants in Hai Phong,"Sun: 9:00 AM - 10:00 PM, Mon: 9:00 AM - 10:00 PM, Tue: 9:00 AM - 10:00 PM, Wed: 9:00 AM - 10:00 PM, Thu: 9:00 AM - 10:00 PM, Fri: 9:00 AM - 10:00 PM, Sat: 9:00 AM - 10:00 PM",5.0,nan,nan,nan,nan,3 reviews,"Nhà hàng Buffet Hải sản với 300 món Âu – Á. Món ăn là sự kết tinh của nguyên liệu tươi mới, tài hoa đầu bếp, tạo nên hương vị tinh tế cùng không gian sang trọng, đánh thức mọi giác quan, mang đến trải nghiệm tuyệt vời cho thực khách.",nan,nan,nan,"Lunch, Dinner",nan,"Delivery, Takeout, Reservations, Buffet, Private Dining, Seating, Parking Available, Street Parking, Valet Parking, Free off-street parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Table Service, Live Music, Jazz Bar, Family style, Non-smoking restaurants, Sports bars, Gift Cards Available",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/55/37/b8/nha-hang-v-i-khong-gian.jpg?w=900&h=500&s=1
Hải Phòng,Banh Da Cua Ba Cu,https://www.tripadvisor.com/Restaurant_Review-g303944-d9706217-Reviews-Banh_Da_Cua_Ba_Cu-Hai_Phong.html,"179 Cầu Đất, Hai Phong 180000 Vietnam",https://www.facebook.com/Tra179/?locale=vi_VN,+84 90 466 60 53,nan,#54 of 257 Restaurants in Hai Phong,nan,3.5,3.9,3.4,3.8,nan,78 reviews,nan,nan,nan,nan,"Lunch, Dinner, Brunch",nan,"Takeout, Seating, Serves Alcohol, Table Service",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/dd/c0/47/20191030-115219-largejpg.jpg?w=800&h=400&s=1
Hải Phòng,Nha hang Trung Thanh - Lau hoi Ty Huu,https://www.tripadvisor.com/Restaurant_Review-g303944-d14887930-Reviews-Nha_hang_Trung_Thanh_Lau_hoi_Ty_Huu-Hai_Phong.html,"11/134 Van Cao Ngo Quyen, Hai Phong 180000 Vietnam",nan,+84 96 659 59 66,nan,#53 of 257 Restaurants in Hai Phong,"Sun: 10:00 AM - 11:00 PM, Mon: 10:00 AM - 11:00 PM, Tue: 10:00 AM - 11:00 PM, Wed: 10:00 AM - 11:00 PM, Thu: 10:00 AM - 11:00 PM, Fri: 10:00 AM - 11:00 PM, Sat: 10:00 AM - 11:00 PM",4.5,nan,nan,nan,nan,11 reviews,nan,6.0,20.0,nan,"Lunch, Dinner",nan,Table Service,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/ad/65/80/getlstd-property-photo.jpg?w=900&h=500&s=1
Hải Phòng,The Healing Kitchen,https://www.tripadvisor.com/Restaurant_Review-g737051-d28043723-Reviews-The_Healing_Kitchen-Cat_Ba_Hai_Phong.html,"229, Mot Thang Tu Street, Cat Ba Town, Hai Phong, Cat Ba 180000 Vietnam",nan,+84335869688,catbaoutdoors@gmail.com,#28 of 67 Restaurants in Cat Ba,"Sun: 10:00 AM - 2:00 PM4:00 PM - 8:00 PM, Mon: 10:00 AM - 2:00 PM4:00 PM - 8:00 PM, Tue: 10:00 AM - 2:00 PM4:00 PM - 8:00 PM, Wed: 10:00 AM - 2:00 PM4:00 PM - 8:00 PM, Thu: 10:00 AM - 2:00 PM4:00 PM - 8:00 PM, Fri: 10:00 AM - 2:00 PM4:00 PM - 8:00 PM, Sat: 10:00 AM - 2:00 PM4:00 PM - 8:00 PM",5.0,5.0,5.0,4.8,4.7,13 reviews,nan,nan,nan,nan,"Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/0c/ec/b2/caption.jpg?w=900&h=500&s=1
Hải Phòng,Kangnam Mr. Du BBQ Korean,https://www.tripadvisor.com/Restaurant_Review-g303944-d19073396-Reviews-Kangnam_Mr_Du_BBQ_Korean-Hai_Phong.html,"22, Lot 6B, Le Hong Phong, Hai Phong 180000 Vietnam",http://kangnammrdu.com,+84 98 912 99 86,nan,#103 of 257 Restaurants in Hai Phong,"Sun: 9:00 AM - 10:00 PM, Mon: 11:00 AM - 2:00 PM5:00 PM - 10:00 PM, Tue: 11:00 AM - 2:00 PM5:00 PM - 10:00 PM, Wed: 9:00 AM - 10:00 PM, Thu: 9:00 AM - 10:00 PM, Fri: 9:00 AM - 10:00 PM, Sat: 9:00 AM - 10:00 PM",5.0,nan,nan,nan,nan,2 reviews,"Beef at Kangnam Mr. Du fully meets the rigorous standards on Korean style grills: the bright red of high-class meat with perfect thickness and marbling lines like marble ... D. causing mischief to enjoy. The menu here is all kinds of beef imported from Japan, USA famous & ranked TOP TOP in the world such as Wagyu Beef, Kobe Beef, Prime US Prime Beef ... even to MEAT Pork, it also feels really different ... that only when you try it will feel.",7.0,1.0,nan,"Lunch, Dinner, Drinks",nan,"Reservations, Buffet, Private Dining, Seating, Parking Available, Street Parking, Validated Parking, Valet Parking, Free off-street parking, Highchairs Available, Serves Alcohol, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Beach, Playgrounds, Dog Friendly, Family style",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/6f/f8/fe/kangnam-mrdu.jpg?w=900&h=-1&s=1
